tradeDate,closeIndex,CHGPct
2014-06-26,2038.677,0.006505
2014-06-27,2036.51,-0.001063
2014-06-30,2048.327,0.005803
2014-07-01,2050.381,0.001003
2014-07-02,2059.418,0.004407
2014-07-03,2063.229,0.001851
2014-07-04,2059.375,-0.001868
2014-07-07,2059.927,0.000268
2014-07-08,2064.021,0.001987
2014-07-09,2038.612,-0.01231
2014-07-10,2038.342,-0.000132
2014-07-11,2046.961,0.004228
2014-07-14,2066.646,0.009617
2014-07-15,2070.357,0.001796
2014-07-16,2067.276,-0.001488
2014-07-17,2055.591,-0.005652
2014-07-18,2059.067,0.001691
2014-07-21,2054.479,-0.002228
2014-07-22,2075.481,0.010223
2014-07-23,2078.489,0.001449
2014-07-24,2105.062,0.012785
2014-07-25,2126.614,0.010238
2014-07-28,2177.948,0.024139
2014-07-29,2183.192,0.002408
2014-07-30,2181.243,-0.000893
2014-07-31,2201.562,0.009315
2014-08-01,2185.303,-0.007385
