reportDate,ticker,holdingTicker,marketValue,industryName1
2017-09-30,000021,600703,369649930.0,电子
2017-09-30,000021,002456,260113077.25,电子
2017-09-30,000021,300145,244000680.48,机械设备
2017-09-30,000021,002635,175768219.48,电子
2017-09-30,000021,300156,165300992.1,公用事业
2017-09-30,000021,002460,142368840.0,有色金属
2017-09-30,000021,600563,138572956.8,电子
2017-09-30,000021,000968,117092584.07,采掘
2017-09-30,000021,603799,114392382.0,有色金属
2017-09-30,000021,000858,114163278.72,食品饮料
2017-09-30,000026,600004,949025.0,交通运输
2017-09-30,000027,600004,949025.0,交通运输
2017-09-30,000028,600028,9349730.0,化工
2017-09-30,000028,000596,7171892.0,食品饮料
2017-09-30,000028,600661,6124800.0,传媒
2017-09-30,000028,601939,6026262.0,银行
2017-09-30,000028,002683,5877794.24,化工
2017-09-30,000028,601988,5832684.0,银行
2017-09-30,000028,601288,5794176.0,银行
2017-09-30,000028,601801,5432280.0,传媒
2017-09-30,000028,002202,5344413.2,电气设备
2017-09-30,000028,002036,3957212.74,电子
2017-09-30,000029,600519,12009248.0,食品饮料
2017-09-30,000029,600703,11461727.94,电子
2017-09-30,000029,601328,7757168.0,银行
2017-09-30,000029,601888,7288909.66,休闲服务
2017-09-30,000029,601988,7098760.0,银行
2017-09-30,000029,600801,6890166.27,建筑材料
2017-09-30,000029,600585,6686966.0,建筑材料
2017-09-30,000029,600887,6234250.0,食品饮料
2017-09-30,000029,601398,6003600.0,银行
2017-09-30,000029,000886,4734693.0,交通运输
2017-09-30,000030,002694,15700888.14,建筑材料
2017-09-30,000030,600340,15540000.0,房地产
2017-09-30,000030,002775,15107914.27,建筑装饰
2017-09-30,000030,000538,13795288.6,医药生物
2017-09-30,000030,002439,13448278.8,计算机
2017-09-30,000030,002573,13077950.8,公用事业
2017-09-30,000030,600491,12473852.58,建筑装饰
2017-09-30,000030,600887,12375000.0,食品饮料
2017-09-30,000030,002027,12060000.0,传媒
2017-09-30,000030,600702,11809089.0,食品饮料
2017-09-30,000031,600887,162422232.5,食品饮料
2017-09-30,000031,300267,121568799.1,医药生物
2017-09-30,000031,002522,82524926.94,轻工制造
2017-09-30,000031,600016,79253014.44,银行
2017-09-30,000031,300070,71654946.2,公用事业
2017-09-30,000031,002436,47877017.49,电子
2017-09-30,000031,600666,46176101.95,电子
2017-09-30,000031,300001,39614000.0,电气设备
2017-09-30,000031,600690,39325792.47,家用电器
2017-09-30,000031,600106,36009750.0,交通运输
2017-09-30,000039,600519,32611320.0,食品饮料
2017-09-30,000039,000568,28464018.0,食品饮料
2017-09-30,000039,002624,26728032.24,传媒
2017-09-30,000039,000858,22453244.48,食品饮料
2017-09-30,000039,600779,20147955.96,食品饮料
2017-09-30,000039,603589,18181453.68,食品饮料
2017-09-30,000039,600702,16284894.0,食品饮料
2017-09-30,000039,300418,13851963.0,传媒
2017-09-30,000039,002635,12015721.22,电子
2017-09-30,000039,601012,10323341.0,电气设备
2017-09-30,000042,000792,1507924.0,化工
2017-09-30,000042,601600,1422222.0,有色金属
2017-09-30,000042,600309,1287261.0,化工
2017-09-30,000042,600588,1225588.0,计算机
2017-09-30,000042,601919,1112046.0,交通运输
2017-09-30,000042,002230,1067635.0,计算机
2017-09-30,000042,600111,1061354.0,有色金属
2017-09-30,000042,002008,1042040.0,电子
2017-09-30,000042,601398,1036200.0,银行
2017-09-30,000042,002304,1023424.5,食品饮料
2017-09-30,000045,601318,5416000.0,非银金融
2017-09-30,000045,601166,3803800.0,银行
2017-09-30,000045,601601,3323700.0,非银金融
2017-09-30,000045,000001,3109689.0,银行
2017-09-30,000045,000651,3032000.0,家用电器
2017-09-30,000045,000963,2944200.0,医药生物
2017-09-30,000045,601988,2884000.0,银行
2017-09-30,000045,000858,2864000.0,食品饮料
2017-09-30,000045,600887,2750000.0,食品饮料
2017-09-30,000045,002311,2377089.0,农林牧渔
2017-09-30,000046,601318,5416000.0,非银金融
2017-09-30,000046,601166,3803800.0,银行
2017-09-30,000046,601601,3323700.0,非银金融
2017-09-30,000046,000001,3109689.0,银行
2017-09-30,000046,000651,3032000.0,家用电器
2017-09-30,000046,000963,2944200.0,医药生物
2017-09-30,000046,601988,2884000.0,银行
2017-09-30,000046,000858,2864000.0,食品饮料
2017-09-30,000046,600887,2750000.0,食品饮料
2017-09-30,000046,002311,2377089.0,农林牧渔
2017-09-30,000047,002241,3915124.4,电子
2017-09-30,000047,002510,3439963.72,汽车
2017-09-30,000048,002241,3915124.4,电子
2017-09-30,000048,002510,3439963.72,汽车
2017-09-30,000051,601318,5443080.0,非银金融
2017-09-30,000051,000333,4255497.0,家用电器
2017-09-30,000051,000651,3882703.4,家用电器
2017-09-30,000051,000002,3801000.0,房地产
2017-09-30,000051,002415,2513600.0,电子
2017-09-30,000051,600036,2445135.0,银行
2017-09-30,000051,600519,2432908.0,食品饮料
2017-09-30,000051,000858,2310961.6,食品饮料
2017-09-30,000051,000725,2225080.0,电子
2017-09-30,000051,000001,2029752.56,银行
2017-09-30,000054,603686,1637500.0,机械设备
2017-09-30,000054,600176,1604400.0,化工
2017-09-30,000054,600038,1311300.0,国防军工
2017-09-30,000054,300207,1239000.0,电子
2017-09-30,000054,300098,1156000.0,通信
2017-09-30,000054,001979,731200.0,房地产
2017-09-30,000056,600276,2782609.83,医药生物
2017-09-30,000056,600525,2359742.0,电气设备
2017-09-30,000056,600519,2277616.0,食品饮料
2017-09-30,000056,000651,2270210.0,家用电器
2017-09-30,000056,002241,1696739.44,电子
2017-09-30,000056,000568,1553801.7,食品饮料
2017-09-30,000056,300296,1553565.0,电子
2017-09-30,000056,300136,1533000.0,电子
2017-09-30,000056,601688,1524588.0,非银金融
2017-09-30,000056,601336,1456419.0,非银金融
2017-09-30,000057,000858,2322646.72,食品饮料
2017-09-30,000057,000568,2283270.0,食品饮料
2017-09-30,000057,002078,1957620.0,轻工制造
2017-09-30,000057,600887,1828750.0,食品饮料
2017-09-30,000057,002456,1790555.0,电子
2017-09-30,000057,600519,1708212.0,食品饮料
2017-09-30,000057,600138,1440096.0,休闲服务
2017-09-30,000057,300136,1415400.0,电子
2017-09-30,000057,002508,1390025.0,家用电器
2017-09-30,000057,601818,1357560.0,银行
2017-09-30,000059,300122,23498232.33,医药生物
2017-09-30,000059,002001,23494508.67,医药生物
2017-09-30,000059,300142,23116531.85,医药生物
2017-09-30,000059,600645,22165433.2,医药生物
2017-09-30,000059,000661,21637198.8,医药生物
2017-09-30,000059,300347,21204070.04,医药生物
2017-09-30,000059,002019,21119020.8,医药生物
2017-09-30,000059,600276,20423544.7,医药生物
2017-09-30,000059,002422,20066196.16,医药生物
2017-09-30,000059,002727,19798846.2,医药生物
2017-09-30,000061,300156,131448998.25,公用事业
2017-09-30,000061,002387,112251862.91,食品饮料
2017-09-30,000061,300338,97606071.65,机械设备
2017-09-30,000061,000567,86151140.01,房地产
2017-09-30,000061,002529,85103987.86,机械设备
2017-09-30,000061,000820,82691499.87,公用事业
2017-09-30,000061,002662,82139625.9,汽车
2017-09-30,000061,002094,74378032.04,商业贸易
2017-09-30,000061,300424,68803176.86,国防军工
2017-09-30,000061,300109,64863869.22,化工
2017-09-30,000062,601318,287048.0,非银金融
2017-09-30,000062,601166,193648.0,银行
2017-09-30,000062,601288,159676.0,银行
2017-09-30,000062,600519,155292.0,食品饮料
2017-09-30,000062,601398,154800.0,银行
2017-09-30,000062,600104,144912.0,汽车
2017-09-30,000062,600715,143808.0,传媒
2017-09-30,000062,600239,135198.0,房地产
2017-09-30,000062,601988,133488.0,银行
2017-09-30,000062,600690,123738.0,家用电器
2017-09-30,000063,000063,113235261.8,通信
2017-09-30,000063,002049,105965082.08,电子
2017-09-30,000063,600845,78474955.26,计算机
2017-09-30,000063,300383,72286706.4,传媒
2017-09-30,000063,600487,51881460.8,通信
2017-09-30,000063,300017,50694615.57,通信
2017-09-30,000063,000938,46367064.0,计算机
2017-09-30,000063,600703,36211786.0,电子
2017-09-30,000063,000725,26411000.0,电子
2017-09-30,000063,002354,25246122.16,传媒
2017-09-30,000065,601166,67888683.59,银行
2017-09-30,000065,000426,57290353.47,有色金属
2017-09-30,000065,002308,49505951.28,计算机
2017-09-30,000065,002583,33077457.21,通信
2017-09-30,000065,601818,26325000.0,银行
2017-09-30,000065,002488,21205760.57,汽车
2017-09-30,000065,000063,16163941.2,通信
2017-09-30,000065,002530,15000000.0,机械设备
2017-09-30,000065,002821,2578071.78,医药生物
2017-09-30,000065,603660,1135985.76,计算机
2017-09-30,000066,601318,28823952.0,非银金融
2017-09-30,000066,601336,23569053.0,非银金融
2017-09-30,000066,601628,15781286.0,非银金融
2017-09-30,000066,002673,432092.44,非银金融
2017-09-30,000066,603882,115299.99,医药生物
2017-09-30,000066,603106,84025.76,计算机
2017-09-30,000066,603055,62489.58,化工
2017-09-30,000066,603367,55658.85,医药生物
2017-09-30,000066,603321,54309.25,机械设备
2017-09-30,000066,300700,43440.95,机械设备
2017-09-30,000067,000402,10749142.0,房地产
2017-09-30,000067,601006,10032478.75,交通运输
2017-09-30,000067,600755,9721818.88,商业贸易
2017-09-30,000067,000069,9581776.0,房地产
2017-09-30,000067,600266,6956676.0,房地产
2017-09-30,000067,601311,3914695.2,汽车
2017-09-30,000067,000825,3737505.0,钢铁
2017-09-30,000067,002245,3417264.0,交通运输
2017-09-30,000067,601233,3244698.6,化工
2017-09-30,000067,601222,2904038.0,电气设备
2017-09-30,000068,000402,10749142.0,房地产
2017-09-30,000068,601006,10032478.75,交通运输
2017-09-30,000068,600755,9721818.88,商业贸易
2017-09-30,000068,000069,9581776.0,房地产
2017-09-30,000068,600266,6956676.0,房地产
2017-09-30,000068,601311,3914695.2,汽车
2017-09-30,000068,000825,3737505.0,钢铁
2017-09-30,000068,002245,3417264.0,交通运输
2017-09-30,000068,601233,3244698.6,化工
2017-09-30,000068,601222,2904038.0,电气设备
2017-09-30,000072,600028,70800112.1,化工
2017-09-30,000072,002152,62640000.0,计算机
2017-09-30,000072,600428,40200000.0,交通运输
2017-09-30,000072,601888,34490000.0,休闲服务
2017-09-30,000072,600761,33363000.0,机械设备
2017-09-30,000072,600820,19380000.0,建筑装饰
2017-09-30,000072,600177,9800000.0,纺织服装
2017-09-30,000072,002081,5520000.0,建筑装饰
2017-09-30,000072,300699,314423.28,化工
2017-09-30,000072,603882,115299.99,医药生物
2017-09-30,000073,002456,25051072.28,电子
2017-09-30,000073,300136,24151512.0,电子
2017-09-30,000073,002460,23690862.9,有色金属
2017-09-30,000073,300450,23361064.6,机械设备
2017-09-30,000073,002466,23320535.04,有色金属
2017-09-30,000073,300115,23299488.6,电子
2017-09-30,000073,002236,22581775.97,电子
2017-09-30,000073,603799,16824625.92,有色金属
2017-09-30,000073,300296,15039980.15,电子
2017-09-30,000073,600703,13527644.0,电子
2017-09-30,000082,600036,18367895.0,银行
2017-09-30,000082,601601,14690754.0,非银金融
2017-09-30,000082,600390,14413897.49,非银金融
2017-09-30,000082,601336,13855191.63,非银金融
2017-09-30,000082,601398,13387800.0,银行
2017-09-30,000082,601988,11290860.0,银行
2017-09-30,000082,601939,8718076.0,银行
2017-09-30,000082,002035,8391556.25,家用电器
2017-09-30,000082,000858,8325762.56,食品饮料
2017-09-30,000082,600030,8049075.0,非银金融
2017-09-30,000083,600519,284711835.16,食品饮料
2017-09-30,000083,000651,274778638.4,家用电器
2017-09-30,000083,000333,212112132.57,家用电器
2017-09-30,000083,601601,199423218.69,非银金融
2017-09-30,000083,002035,141062633.25,家用电器
2017-09-30,000083,002304,137027943.5,食品饮料
2017-09-30,000083,600661,136398020.0,传媒
2017-09-30,000083,000921,132500106.0,家用电器
2017-09-30,000083,600887,132000000.0,食品饮料
2017-09-30,000083,600779,128387400.0,食品饮料
2017-09-30,000107,002001,2301300.0,医药生物
2017-09-30,000107,601988,2060000.0,银行
2017-09-30,000107,600066,1968000.0,汽车
2017-09-30,000107,601800,1377900.0,建筑装饰
2017-09-30,000107,600887,1375000.0,食品饮料
2017-09-30,000107,600720,1374100.0,建筑材料
2017-09-30,000107,600585,1248500.0,建筑材料
2017-09-30,000107,600153,1165000.0,交通运输
2017-09-30,000107,300426,1116000.0,传媒
2017-09-30,000107,600197,920000.0,食品饮料
2017-09-30,000109,002001,2301300.0,医药生物
2017-09-30,000109,601988,2060000.0,银行
2017-09-30,000109,600066,1968000.0,汽车
2017-09-30,000109,601800,1377900.0,建筑装饰
2017-09-30,000109,600887,1375000.0,食品饮料
2017-09-30,000109,600720,1374100.0,建筑材料
2017-09-30,000109,600585,1248500.0,建筑材料
2017-09-30,000109,600153,1165000.0,交通运输
2017-09-30,000109,300426,1116000.0,传媒
2017-09-30,000109,600197,920000.0,食品饮料
2017-09-30,000117,000820,95421269.16,公用事业
2017-09-30,000117,300156,91956621.15,公用事业
2017-09-30,000117,002572,86673056.4,轻工制造
2017-09-30,000117,300145,79360949.28,机械设备
2017-09-30,000117,603228,78236411.05,电子
2017-09-30,000117,002635,71887937.16,电子
2017-09-30,000117,300476,65585746.6,电子
2017-09-30,000117,600702,46090549.92,食品饮料
2017-09-30,000117,603040,45551977.8,汽车
2017-09-30,000117,600809,45294094.05,食品饮料
2017-09-30,000118,600196,15727092.29,医药生物
2017-09-30,000118,600487,15059769.6,通信
2017-09-30,000118,002439,14544961.56,计算机
2017-09-30,000118,000028,14210700.0,医药生物
2017-09-30,000118,600497,12518226.0,有色金属
2017-09-30,000118,002373,9346894.05,计算机
2017-09-30,000118,300059,8922230.88,传媒
2017-09-30,000118,002450,8490087.27,化工
2017-09-30,000118,000792,5676000.0,化工
2017-09-30,000118,600030,5457000.0,非银金融
2017-09-30,000119,600196,15727092.29,医药生物
2017-09-30,000119,600487,15059769.6,通信
2017-09-30,000119,002439,14544961.56,计算机
2017-09-30,000119,000028,14210700.0,医药生物
2017-09-30,000119,600497,12518226.0,有色金属
2017-09-30,000119,002373,9346894.05,计算机
2017-09-30,000119,300059,8922230.88,传媒
2017-09-30,000119,002450,8490087.27,化工
2017-09-30,000119,000792,5676000.0,化工
2017-09-30,000119,600030,5457000.0,非银金融
2017-09-30,000120,600519,3882300.0,食品饮料
2017-09-30,000120,002456,2860650.0,电子
2017-09-30,000120,000858,2463040.0,食品饮料
2017-09-30,000120,002236,2166300.0,电子
2017-09-30,000120,601398,2034000.0,银行
2017-09-30,000120,300450,2014200.0,机械设备
2017-09-30,000120,000069,2001650.0,房地产
2017-09-30,000120,601336,1700100.0,非银金融
2017-09-30,000120,300207,1424850.0,电子
2017-09-30,000120,601186,1363900.0,建筑装饰
2017-09-30,000121,600104,14083121.77,汽车
2017-09-30,000121,601166,13823355.0,银行
2017-09-30,000121,000858,6444000.0,食品饮料
2017-09-30,000121,300258,6425422.72,汽车
2017-09-30,000121,002709,5991745.0,化工
2017-09-30,000121,300145,5932625.76,机械设备
2017-09-30,000121,600519,5797568.0,食品饮料
2017-09-30,000121,600116,5680061.28,公用事业
2017-09-30,000121,002241,5603767.84,电子
2017-09-30,000121,601668,4817248.0,建筑装饰
2017-09-30,000124,002460,77826204.0,有色金属
2017-09-30,000124,002466,56708777.07,有色金属
2017-09-30,000124,601318,53098084.88,非银金融
2017-09-30,000124,600036,50297730.0,银行
2017-09-30,000124,300409,44894244.6,化工
2017-09-30,000124,300203,43316316.16,公用事业
2017-09-30,000124,603799,41770781.67,有色金属
2017-09-30,000124,000063,37957573.1,通信
2017-09-30,000124,600703,37162770.58,电子
2017-09-30,000124,002555,33452765.2,传媒
2017-09-30,000125,601318,9055552.0,非银金融
2017-09-30,000125,601166,4315584.0,银行
2017-09-30,000125,600036,4070115.0,银行
2017-09-30,000125,600519,4032415.6,食品饮料
2017-09-30,000125,600016,3559276.0,银行
2017-09-30,000125,601328,3453248.0,银行
2017-09-30,000125,600887,2563000.0,食品饮料
2017-09-30,000125,601288,2249598.0,银行
2017-09-30,000125,600030,2204628.0,非银金融
2017-09-30,000125,601668,2153888.0,建筑装饰
2017-09-30,000126,601398,91673346.0,银行
2017-09-30,000126,601328,37906096.0,银行
2017-09-30,000126,601818,33949935.0,银行
2017-09-30,000126,601166,27949285.0,银行
2017-09-30,000126,600196,22298718.0,医药生物
2017-09-30,000126,002475,19848743.78,电子
2017-09-30,000126,002555,18954308.7,传媒
2017-09-30,000126,603660,1135985.76,计算机
2017-09-30,000126,603823,734544.72,化工
2017-09-30,000126,603345,83224.33,食品饮料
2017-09-30,000127,600779,117116826.36,食品饮料
2017-09-30,000127,600519,115671834.4,食品饮料
2017-09-30,000127,603179,114632154.0,汽车
2017-09-30,000127,000568,105750295.2,食品饮料
2017-09-30,000127,000858,92796464.0,食品饮料
2017-09-30,000127,603589,88017678.32,食品饮料
2017-09-30,000127,600702,79310170.08,食品饮料
2017-09-30,000127,000050,76917930.56,电子
2017-09-30,000127,300618,72730755.94,有色金属
2017-09-30,000127,002304,59668094.5,食品饮料
2017-09-30,000130,601336,172956.84,非银金融
2017-09-30,000131,601336,172956.84,非银金融
2017-09-30,000136,002635,81320000.0,电子
2017-09-30,000136,002241,50600344.08,电子
2017-09-30,000136,002027,50250201.0,传媒
2017-09-30,000136,300433,43185834.91,电子
2017-09-30,000136,603986,39078000.0,电子
2017-09-30,000136,002273,38310000.0,电子
2017-09-30,000136,002179,37201488.0,电子
2017-09-30,000136,000858,34413824.0,食品饮料
2017-09-30,000136,002450,31815000.0,化工
2017-09-30,000136,002120,27650810.88,交通运输
2017-09-30,000142,000001,2444200.0,银行
2017-09-30,000142,000776,2277600.0,非银金融
2017-09-30,000142,002142,2256540.0,银行
2017-09-30,000142,300498,2151000.0,农林牧渔
2017-09-30,000142,000895,1867500.0,食品饮料
2017-09-30,000142,000166,1807300.0,非银金融
2017-09-30,000142,002736,1642800.0,非银金融
2017-09-30,000143,300145,3017851.2,机械设备
2017-09-30,000143,002343,1778724.5,传媒
2017-09-30,000143,603686,1552350.0,机械设备
2017-09-30,000143,002518,1353660.0,电气设备
2017-09-30,000143,601336,770712.0,非银金融
2017-09-30,000143,601600,560180.0,有色金属
2017-09-30,000143,000001,555500.0,银行
2017-09-30,000143,300133,532408.0,传媒
2017-09-30,000143,601688,377754.0,非银金融
2017-09-30,000143,600038,323454.0,国防军工
2017-09-30,000149,600004,4581500.0,交通运输
2017-09-30,000149,601336,510030.0,非银金融
2017-09-30,000150,600004,4581500.0,交通运输
2017-09-30,000150,601336,510030.0,非银金融
2017-09-30,000165,002511,43727269.91,轻工制造
2017-09-30,000165,000488,41466835.36,轻工制造
2017-09-30,000165,603686,30577627.0,机械设备
2017-09-30,000165,600887,28303027.5,食品饮料
2017-09-30,000165,000725,27042840.0,电子
2017-09-30,000165,002191,26057082.69,轻工制造
2017-09-30,000165,300237,26010665.6,建筑装饰
2017-09-30,000165,000423,25697281.17,医药生物
2017-09-30,000165,002202,22106805.66,电气设备
2017-09-30,000165,600529,18618936.0,医药生物
2017-09-30,000166,002332,1453545.0,医药生物
2017-09-30,000166,300098,1141550.0,通信
2017-09-30,000166,002773,1065795.0,医药生物
2017-09-30,000166,600566,1028394.0,医药生物
2017-09-30,000166,603589,1011816.0,食品饮料
2017-09-30,000166,000858,985216.0,食品饮料
2017-09-30,000166,000538,979560.0,医药生物
2017-09-30,000166,002797,977628.0,非银金融
2017-09-30,000166,300308,976659.0,电气设备
2017-09-30,000166,300319,976140.0,电子
2017-09-30,000167,000858,52027424.0,食品饮料
2017-09-30,000167,000568,43999117.8,食品饮料
2017-09-30,000167,601318,36947356.24,非银金融
2017-09-30,000167,002202,28719240.38,电气设备
2017-09-30,000167,600779,27689022.0,食品饮料
2017-09-30,000167,601012,26614357.0,电气设备
2017-09-30,000167,000333,26293050.0,家用电器
2017-09-30,000167,600660,26264896.0,汽车
2017-09-30,000167,300115,26039368.52,电子
2017-09-30,000167,600066,25139970.0,汽车
2017-09-30,000169,002006,384426.0,机械设备
2017-09-30,000170,002006,384426.0,机械设备
2017-09-30,000171,002008,103172075.2,电子
2017-09-30,000171,000651,62329165.1,家用电器
2017-09-30,000171,601318,55476088.0,非银金融
2017-09-30,000171,000661,46657326.75,医药生物
2017-09-30,000171,600104,41731637.0,汽车
2017-09-30,000171,002179,32254632.0,电子
2017-09-30,000171,000002,31560375.0,房地产
2017-09-30,000171,600009,26279577.36,交通运输
2017-09-30,000171,600426,21377222.63,化工
2017-09-30,000171,603589,17205760.0,食品饮料
2017-09-30,000172,601318,220350934.88,非银金融
2017-09-30,000172,601390,174160682.95,建筑装饰
2017-09-30,000172,601288,166580650.0,银行
2017-09-30,000172,601006,161761845.0,交通运输
2017-09-30,000172,000002,142457516.25,房地产
2017-09-30,000172,601169,138522285.66,银行
2017-09-30,000172,002320,131371815.75,交通运输
2017-09-30,000172,601328,124021272.08,银行
2017-09-30,000172,000415,116342408.84,非银金融
2017-09-30,000172,600383,111488101.78,房地产
2017-09-30,000173,002044,234935316.0,医药生物
2017-09-30,000173,601012,179239487.0,电气设备
2017-09-30,000173,601318,178729678.96,非银金融
2017-09-30,000173,002127,172810000.0,商业贸易
2017-09-30,000173,002035,171016372.45,家用电器
2017-09-30,000173,000333,159084000.0,家用电器
2017-09-30,000173,002236,140485469.66,电子
2017-09-30,000173,601933,129345316.0,商业贸易
2017-09-30,000173,002507,105716778.0,食品饮料
2017-09-30,000173,000983,74232000.0,采掘
2017-09-30,000176,600390,27118697.0,非银金融
2017-09-30,000176,600036,23713440.45,银行
2017-09-30,000176,601398,22557000.0,银行
2017-09-30,000176,601336,22075685.16,非银金融
2017-09-30,000176,601988,18875780.0,银行
2017-09-30,000176,601601,18690273.0,非银金融
2017-09-30,000176,600030,17942616.0,非银金融
2017-09-30,000176,600837,17233480.0,非银金融
2017-09-30,000176,601288,16482872.16,银行
2017-09-30,000176,000651,14023075.8,家用电器
2017-09-30,000177,002241,8350538.24,电子
2017-09-30,000178,601398,5328000.0,银行
2017-09-30,000178,601318,5296848.0,非银金融
2017-09-30,000178,002597,4237295.0,化工
2017-09-30,000178,603989,4224315.5,电子
2017-09-30,000178,601601,3345858.0,非银金融
2017-09-30,000178,300342,3059404.0,家用电器
2017-09-30,000178,002415,3036800.0,电子
2017-09-30,000178,600030,3004988.0,非银金融
2017-09-30,000178,300043,2979860.0,传媒
2017-09-30,000178,600176,2973870.0,化工
2017-09-30,000181,000651,4397385.4,家用电器
2017-09-30,000181,000001,3825173.0,银行
2017-09-30,000181,000858,3368064.0,食品饮料
2017-09-30,000181,000568,2875181.1,食品饮料
2017-09-30,000181,601601,2596179.0,非银金融
2017-09-30,000181,600741,2418893.4,汽车
2017-09-30,000181,002415,2211200.0,电子
2017-09-30,000181,601398,2029200.0,银行
2017-09-30,000181,002035,1900514.0,家用电器
2017-09-30,000181,002475,1801552.0,电子
2017-09-30,000182,000651,4397385.4,家用电器
2017-09-30,000182,000001,3825173.0,银行
2017-09-30,000182,000858,3368064.0,食品饮料
2017-09-30,000182,000568,2875181.1,食品饮料
2017-09-30,000182,601601,2596179.0,非银金融
2017-09-30,000182,600741,2418893.4,汽车
2017-09-30,000182,002415,2211200.0,电子
2017-09-30,000182,601398,2029200.0,银行
2017-09-30,000182,002035,1900514.0,家用电器
2017-09-30,000182,002475,1801552.0,电子
2017-09-30,000183,002241,31441807.76,电子
2017-09-30,000184,002142,147382059.78,银行
2017-09-30,000184,300285,115150000.0,化工
2017-09-30,000184,000567,62660000.0,房地产
2017-09-30,000184,601336,59498626.38,非银金融
2017-09-30,000184,601318,54155775.52,非银金融
2017-09-30,000184,600643,40635148.74,非银金融
2017-09-30,000184,601628,27740000.0,非银金融
2017-09-30,000184,002531,18540000.0,电气设备
2017-09-30,000185,002142,147382059.78,银行
2017-09-30,000185,300285,115150000.0,化工
2017-09-30,000185,000567,62660000.0,房地产
2017-09-30,000185,601336,59498626.38,非银金融
2017-09-30,000185,601318,54155775.52,非银金融
2017-09-30,000185,600643,40635148.74,非银金融
2017-09-30,000185,601628,27740000.0,非银金融
2017-09-30,000185,002531,18540000.0,电气设备
2017-09-30,000189,002366,67544450.74,机械设备
2017-09-30,000189,000002,34860000.0,房地产
2017-09-30,000189,600519,33940619.52,食品饮料
2017-09-30,000189,601012,29846449.78,电气设备
2017-09-30,000189,000581,29280000.0,汽车
2017-09-30,000189,601933,28881884.46,商业贸易
2017-09-30,000189,300285,28700861.14,化工
2017-09-30,000189,000513,25647456.9,医药生物
2017-09-30,000189,002572,24287671.8,轻工制造
2017-09-30,000189,002179,23182742.4,电子
